time ECI_x ECI_y ECI_z ECI_sun_x ECI_sun_y ECI_sun_z
1634176000 -3277.980331 407.312704 6096.100011 -139361989.479108 -48949563.586989 -21220495.836995
1634426000 787.054325 -779.673949 -6827.631259 -136405422.451379 -55240901.802510 -23947907.333708
1634676000 1768.259971 1290.127675 6575.781366 -133107577.746731 -61394022.191327 -26615400.265692
1634926000 -4069.005250 -1856.815094 -5289.558427 -129475890.536077 -67393153.708015 -29216137.555689
1635176000 5660.904975 2328.324807 3228.408534 -125518682.631688 -73222840.597176 -31743418.803815
1635426000 -6416.092179 -2573.671662 -613.160453 -121245149.053003 -78867986.291207 -34190699.318232
1635676000 6126.768535 2426.139146 -2094.754954 -116665341.809290 -84313897.089227 -36551609.050980
1635926000 -4968.950495 -1851.575371 4471.645196 -111790150.869349 -89546325.444958 -38819971.364296
1636176000 3024.384850 782.410847 -6178.310026 -106631282.282004 -94551512.707902 -40989821.559968
1636426000 -798.002800 565.671996 6848.389984 -101201233.442561 -99316231.131238 -43055425.090818
1636676000 -1520.300956 -2120.096552 -6431.429403 -95513265.518877 -103827824.957417 -45011295.372372
1636926000 3383.962555 3484.403965 4910.172965 -89581373.042255 -108074250.410350 -46852211.120546
1637176000 -4627.384073 -4476.558924 -2605.927642 -83420250.714530 -112044114.392686 -48573233.127992
1637426000 5010.538432 4761.432820 -246.860590 -77045257.475344 -115726711.707581 -50169720.400795
1637676000 -4580.403025 -4283.018408 2944.307693 -70472377.918379 -119112060.605676 -51637345.569146
1637926000 3417.517805 2921.588818 -5282.799319 -63718181.128721 -122190936.483016 -52972109.496430
1638176000 -1857.138377 -979.893156 6577.835616 -56799777.058570 -124954903.540273 -54170355.004521
1638426000 152.752936 -1356.647575 -6812.173010 -49734770.578550 -127396344.222774 -55228779.637027
1638676000 1366.364713 3610.177556 5726.551587 -42541213.330188 -129508486.280041 -56144447.390568
1638926000 -2422.414698 -5336.663981 -3710.581376 -35237553.549604 -131285427.278485 -56914799.341956
1639176000 2955.244944 6209.954801 852.925480 -27842584.052518 -132722156.414461 -57537663.105048
1639426000 -2885.573353 -5948.876741 2019.998907 -20375388.550834 -133814573.495909 -58011261.060127
1639676000 2386.028508 4561.030189 -4664.651208 -12855286.528101 -134559504.962230 -58334217.299317
1639926000 -1599.622922 -2225.224931 6336.671226 -5301776.879378 -134954716.835617 -58505563.241725
1640176000 788.503806 -566.786846 -6870.607702 2265519.432463 -134998924.508253 -58524741.876873
1640426000 -68.264989 3432.976272 6008.760704 9826917.485923 -134691799.291860 -58391610.604553
1640676000 -386.640603 -5601.653300 -4044.133363 17362727.014650 -134033971.669512 -58106442.645038
1640926000 628.750581 6810.700905 1183.393485 24853311.259643 -133027031.212822 -57669927.003673
1641176000 -682.147220 -6618.413033 1867.883836 32279145.823614 -131673523.144356 -57083166.981096
1641426000 689.313799 5167.440177 -4578.578671 39620877.246544 -129976941.547298 -56347677.229969
1641676000 -757.137331 -2590.875592 6371.255277 46859381.056708 -127941719.241441 -55465379.366487
1641926000 943.238808 -423.165021 -6842.992386 53975819.019095 -125573214.371156 -54438596.156450
1642176000 -1241.862378 3426.033313 5898.946178 60951695.350493 -122877693.761211 -53270044.300121
1642426000 1531.470880 -5640.828983 -3696.781461 67768911.643198 -119862313.121880 -51962825.851173
1642676000 -1669.750664 6690.585685 721.067818 74409820.248922 -116535094.207312 -50520418.314794
1642926000 1472.601117 -6300.825268 2471.031340 80857275.915944 -112904899.035466 -48946663.471904
1643176000 -866.048618 4611.236231 -5085.638978 87094685.452818 -108981401.305451 -47245754.988365
1643426000 -155.682605 -1983.530059 6640.665707 93106055.209081 -104775055.166449 -45422224.876032
1643676000 1425.005376 -988.482121 -6696.590156 98876036.206150 -100297061.489007 -43480928.871005
1643926000 -2650.235086 3597.212728 5290.955945 104389966.732798 -95559331.822187 -41427030.808621
1644176000 3521.990428 -5357.884858 -2637.792778 109633912.265262 -90574450.213134 -39265986.071746
1644426000 -3689.422596 5818.330328 -591.484269 114594702.564504 -85355633.094990 -37003524.201616
1644676000 3021.200601 -5018.903452 3716.213989 119259965.853966 -79916687.429458 -34645630.752013
1644926000 -1477.915289 3114.608271 -5998.235834 123618159.974665 -74271967.316032 -32198528.478679
1645176000 -567.846091 -727.042068 6858.004034 127658600.437388 -68436329.286199 -29668657.958604
1645426000 2800.374851 -1708.009833 -6112.625463 131371485.330780 -62425086.478136 -27062657.723963
1645676000 -4522.058017 3489.986055 3883.582450 134747917.042244 -56253961.910231 -24387344.005340
1645926000 5351.254439 -4360.407485 -741.751630 137779920.771253 -49939041.072215 -21649690.179088
1646176000 -4863.738105 4130.112822 -2674.656089 140460459.848392 -43496724.021574 -18856806.000200
1646426000 3190.473063 -3033.619911 5337.910334 142783447.870370 -36943677.202250 -16015916.714745
1646676000 -499.464582 1358.922534 -6787.341343 144743757.693395 -30296785.168315 -13134342.131085
1646926000 -2419.856878 350.136513 6453.624487 146337227.330573 -23573102.417463 -10219475.738668
1647176000 4937.904597 -1719.383283 -4569.401295 147560662.827058 -16789805.493209 -7278763.943286
1647426000 -6307.412641 2478.385982 1389.163255 148411838.187477 -9964145.534910 -4319685.496441
1647676000 6117.211026 -2531.448764 2014.458372 148889492.446266 -3113401.445392 -1349731.192439
1647926000 -4294.093811 2041.981899 -5058.475659 148993323.985848 3745166.196657 1623616.111684
1648176000 1303.973690 -1247.489580 6660.065522 148723982.209787 10594360.324343 4592901.086098
1648426000 2107.529094 455.491826 -6598.438930 148083056.689624 17417091.557695 7550715.079202
1648676000 -5101.179329 169.277040 4669.127519 147073063.909774 24196421.235733 10489714.773114
1648926000 6715.147770 -496.361197 -1591.814891 145697431.738333 30915603.224236 13402640.308434
1649176000 -6598.522676 640.688597 -2061.890105 143960481.754913 37558124.398917 16282332.834780
1649426000 4641.358916 -698.659821 5063.439867 141867409.572685 44107743.717154 19121751.449459
1649676000 -1470.895969 827.263096 -6728.663444 139424263.285868 50548529.829867 21913989.503273
1649926000 -2197.193439 -1064.168509 6474.910751 136637920.178209 56864897.167938 24652290.245022
1650176000 5132.710450 1327.388915 -4441.845754 133516061.830907 63041640.448891 27330061.781183
1650426000 -6701.644133 -1444.330117 1079.659219 130067147.754320 69063967.587225 29940891.343536
1650676000 6300.188543 1196.308210 2578.488390 126300387.678311 74917530.966406 32478558.846557
1650926000 -4192.094168 -493.523418 -5496.265999 122225712.620916 80588457.065936 34937049.731713
1651176000 879.061333 -648.659268 6838.317621 117853744.865722 86063374.419388 37310567.088203
1651426000 2515.515193 1910.685407 -6150.431932 113195766.953052 91329439.918875 39593543.056853
1651676000 -5116.645425 -2932.520809 3646.767893 108263689.800491 96374363.461127 41780649.515065
1651926000 6113.171163 3245.352669 -3.731549 103070020.066409 101186430.938354 43866808.044216
1652176000 -5302.952957 -2604.828878 -3605.816622 97627826.842830 105754525.604685 45847199.192822
1652426000 2982.883603 1002.653454 6175.070476 91950707.777321 110068147.829715 47717271.040498
1652676000 72.842567 1174.369055 -6814.091697 86052754.720905 114117433.256925 49472747.070389
1652926000 -2882.180788 -3276.761435 5376.678037 79948518.967159 117893169.407730 51109633.367760
1653176000 4673.512249 4619.018780 -2206.056313 73652976.172002 121386810.749216 52624225.152555
1653426000 -4904.313056 -4590.244449 -1635.626599 67181491.013019 124590492.264489 54013112.662807
1653676000 3694.450370 3090.247142 4987.489250 60549781.668323 127497041.549441 55273186.399230
1653926000 -1465.482614 -377.497804 -6752.517594 53773884.153902 130099989.480492 56401641.750276
1654176000 -901.740891 -2622.899486 6333.227043 46870116.581023 132393579.481001 57395983.009705
1654426000 2770.604776 5068.004428 -3847.509465 39855043.391279 134372775.417639 58254026.800195
1654676000 -3539.236094 -5933.621364 65.871204 32745439.591647 136033268.167553 58973904.920713
1654926000 3179.211565 4925.797760 3696.926984 25558255.044297 137371480.882216 59554066.628873
1655176000 -1918.528815 -2113.227500 -6313.795548 18310578.832170 138384572.982456 59993280.373213
1655426000 362.001442 -1460.999348 6737.801715 11019603.748159 139070442.910480 60290634.986616
1655676000 1003.386670 4776.459780 -4939.612006 3702590.912310 139427729.670384 60445540.354488
1655926000 -1777.869553 -6539.895083 1355.113932 -3623165.448990 139455813.179001 60457727.567199
1656176000 1871.634975 6141.954280 2588.412752 -10940373.031113 139154813.450400 60327248.566871
1656426000 -1472.019236 -3546.810977 -5779.093789 -18231776.288903 138525588.634967 60054475.297595
1656676000 871.693782 -290.878593 6837.119170 -25480191.056821 137569731.928575 59640098.365805
1656926000 -353.683396 4109.929457 -5582.038432 -32668538.925814 136289567.368267 59085125.217910

